geometry,geometry_index,sequence_index,base_seed,independent_unit,profile_run_count_per_block,profiles_are_paired,seed_scheme,truth_provenance,truth_seed,nominal_bearing_noise_provenance,nominal_bearing_noise_seed,transport_loss_uniform_provenance,transport_loss_uniform_seed,transport_delay_uniform_provenance,transport_delay_uniform_seed,outlier_mask_uniform_provenance,outlier_mask_uniform_seed,outlier_direction_provenance,outlier_direction_seed
poorly_conditioned,1,68,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:68:truth,17473399565686667390,s7cd1:20260910:1:68:nominal_bearing_noise,492287217487861626,s7cd1:20260910:1:68:transport_loss_uniform,1947555606422831107,s7cd1:20260910:1:68:transport_delay_uniform,5661629950657894531,s7cd1:20260910:1:68:outlier_mask_uniform,7904369957893025802,s7cd1:20260910:1:68:outlier_direction,2972337854168972555
poorly_conditioned,1,69,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:69:truth,17988406857553434378,s7cd1:20260910:1:69:nominal_bearing_noise,4277810649267141320,s7cd1:20260910:1:69:transport_loss_uniform,4879536916192216207,s7cd1:20260910:1:69:transport_delay_uniform,6362044188595397985,s7cd1:20260910:1:69:outlier_mask_uniform,13154770640204949223,s7cd1:20260910:1:69:outlier_direction,12247279522070462639
poorly_conditioned,1,70,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:70:truth,4419260048501634977,s7cd1:20260910:1:70:nominal_bearing_noise,8964280207008881405,s7cd1:20260910:1:70:transport_loss_uniform,16332988249028699799,s7cd1:20260910:1:70:transport_delay_uniform,1532840985270327780,s7cd1:20260910:1:70:outlier_mask_uniform,16090659049512245355,s7cd1:20260910:1:70:outlier_direction,6272253416697901642
poorly_conditioned,1,71,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:71:truth,5025080516271131330,s7cd1:20260910:1:71:nominal_bearing_noise,5658693102025537282,s7cd1:20260910:1:71:transport_loss_uniform,14783079033485594818,s7cd1:20260910:1:71:transport_delay_uniform,9857466255029501903,s7cd1:20260910:1:71:outlier_mask_uniform,9291480138739176930,s7cd1:20260910:1:71:outlier_direction,5971185814960060029
poorly_conditioned,1,72,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:72:truth,5059958986909746136,s7cd1:20260910:1:72:nominal_bearing_noise,17597299100389215705,s7cd1:20260910:1:72:transport_loss_uniform,3364756899332888644,s7cd1:20260910:1:72:transport_delay_uniform,12152558942201622496,s7cd1:20260910:1:72:outlier_mask_uniform,10621117484708021140,s7cd1:20260910:1:72:outlier_direction,17713712871256227163
poorly_conditioned,1,73,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:73:truth,5349008332201398364,s7cd1:20260910:1:73:nominal_bearing_noise,7449731381101197471,s7cd1:20260910:1:73:transport_loss_uniform,7355866048168788442,s7cd1:20260910:1:73:transport_delay_uniform,13295864931567900627,s7cd1:20260910:1:73:outlier_mask_uniform,3317790848749704483,s7cd1:20260910:1:73:outlier_direction,14627955812856969924
poorly_conditioned,1,74,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:74:truth,12108535049981310875,s7cd1:20260910:1:74:nominal_bearing_noise,16543098303611657914,s7cd1:20260910:1:74:transport_loss_uniform,7988561726166681192,s7cd1:20260910:1:74:transport_delay_uniform,15979750882037052241,s7cd1:20260910:1:74:outlier_mask_uniform,11568715892403355520,s7cd1:20260910:1:74:outlier_direction,12643217637882062816
poorly_conditioned,1,75,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:75:truth,152600013652339486,s7cd1:20260910:1:75:nominal_bearing_noise,16087853258698521415,s7cd1:20260910:1:75:transport_loss_uniform,3696521046367106993,s7cd1:20260910:1:75:transport_delay_uniform,8585999572857238982,s7cd1:20260910:1:75:outlier_mask_uniform,7980461279724328415,s7cd1:20260910:1:75:outlier_direction,1411933856918815022
poorly_conditioned,1,76,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:76:truth,496325102823013537,s7cd1:20260910:1:76:nominal_bearing_noise,13491732966891800519,s7cd1:20260910:1:76:transport_loss_uniform,5035633320271934632,s7cd1:20260910:1:76:transport_delay_uniform,8864733791243964486,s7cd1:20260910:1:76:outlier_mask_uniform,9796467113443505989,s7cd1:20260910:1:76:outlier_direction,4587252930415091919
poorly_conditioned,1,77,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:77:truth,14582077370315847665,s7cd1:20260910:1:77:nominal_bearing_noise,3058078207347314743,s7cd1:20260910:1:77:transport_loss_uniform,13548299426100044871,s7cd1:20260910:1:77:transport_delay_uniform,13635800602409510987,s7cd1:20260910:1:77:outlier_mask_uniform,3445241911208439814,s7cd1:20260910:1:77:outlier_direction,487073586998577534
poorly_conditioned,1,78,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:78:truth,7658105568337785307,s7cd1:20260910:1:78:nominal_bearing_noise,3183078593768488588,s7cd1:20260910:1:78:transport_loss_uniform,14309508646627923467,s7cd1:20260910:1:78:transport_delay_uniform,1125438957779742663,s7cd1:20260910:1:78:outlier_mask_uniform,17531006793017277739,s7cd1:20260910:1:78:outlier_direction,12606534389882450857
poorly_conditioned,1,79,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:79:truth,833161838618732526,s7cd1:20260910:1:79:nominal_bearing_noise,2105016477994269262,s7cd1:20260910:1:79:transport_loss_uniform,17130752087974157458,s7cd1:20260910:1:79:transport_delay_uniform,14544302893718706912,s7cd1:20260910:1:79:outlier_mask_uniform,15468950107967696377,s7cd1:20260910:1:79:outlier_direction,17857489701737896121
poorly_conditioned,1,80,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:80:truth,5694936265302705367,s7cd1:20260910:1:80:nominal_bearing_noise,1486547091963590143,s7cd1:20260910:1:80:transport_loss_uniform,179332627872854627,s7cd1:20260910:1:80:transport_delay_uniform,9876293250018660389,s7cd1:20260910:1:80:outlier_mask_uniform,2309554994399668729,s7cd1:20260910:1:80:outlier_direction,8489137042879703073
poorly_conditioned,1,81,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:81:truth,9606352219594947706,s7cd1:20260910:1:81:nominal_bearing_noise,2594463305104774597,s7cd1:20260910:1:81:transport_loss_uniform,12019322253216112939,s7cd1:20260910:1:81:transport_delay_uniform,10335533855461895106,s7cd1:20260910:1:81:outlier_mask_uniform,233373741685497604,s7cd1:20260910:1:81:outlier_direction,17636370562432822212
poorly_conditioned,1,82,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:82:truth,14373046767660312205,s7cd1:20260910:1:82:nominal_bearing_noise,13554234482635025197,s7cd1:20260910:1:82:transport_loss_uniform,12547357381458889,s7cd1:20260910:1:82:transport_delay_uniform,132863525283652414,s7cd1:20260910:1:82:outlier_mask_uniform,17851023574801844946,s7cd1:20260910:1:82:outlier_direction,12231006376786568979
poorly_conditioned,1,83,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:83:truth,16315662379813301702,s7cd1:20260910:1:83:nominal_bearing_noise,3439055998548869977,s7cd1:20260910:1:83:transport_loss_uniform,7981413082340978180,s7cd1:20260910:1:83:transport_delay_uniform,755994766143792810,s7cd1:20260910:1:83:outlier_mask_uniform,15095373164141688899,s7cd1:20260910:1:83:outlier_direction,8330057907239773574
poorly_conditioned,1,84,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:84:truth,1763484883033028454,s7cd1:20260910:1:84:nominal_bearing_noise,18193420323104493671,s7cd1:20260910:1:84:transport_loss_uniform,7530023708176528015,s7cd1:20260910:1:84:transport_delay_uniform,3481627739723130679,s7cd1:20260910:1:84:outlier_mask_uniform,4698158116684736598,s7cd1:20260910:1:84:outlier_direction,7681817115147319844
poorly_conditioned,1,85,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:85:truth,16159475178186653509,s7cd1:20260910:1:85:nominal_bearing_noise,7276902901343290738,s7cd1:20260910:1:85:transport_loss_uniform,2746362096912629498,s7cd1:20260910:1:85:transport_delay_uniform,6388659714784612204,s7cd1:20260910:1:85:outlier_mask_uniform,18210358842090178742,s7cd1:20260910:1:85:outlier_direction,12747381266958004375
poorly_conditioned,1,86,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:86:truth,2320440278968418553,s7cd1:20260910:1:86:nominal_bearing_noise,10744176955299003586,s7cd1:20260910:1:86:transport_loss_uniform,13751332027048686666,s7cd1:20260910:1:86:transport_delay_uniform,1495122660112908235,s7cd1:20260910:1:86:outlier_mask_uniform,14149864476453212300,s7cd1:20260910:1:86:outlier_direction,17474670191417735645
poorly_conditioned,1,87,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:87:truth,3714766939282558877,s7cd1:20260910:1:87:nominal_bearing_noise,4275782241233954568,s7cd1:20260910:1:87:transport_loss_uniform,8835531745628058112,s7cd1:20260910:1:87:transport_delay_uniform,15529179533535341081,s7cd1:20260910:1:87:outlier_mask_uniform,14318011341781567353,s7cd1:20260910:1:87:outlier_direction,15011953039953270624
poorly_conditioned,1,88,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:88:truth,8199465938473915138,s7cd1:20260910:1:88:nominal_bearing_noise,12965187870557409876,s7cd1:20260910:1:88:transport_loss_uniform,3123334720079022405,s7cd1:20260910:1:88:transport_delay_uniform,10753884018995647419,s7cd1:20260910:1:88:outlier_mask_uniform,8945043959654403921,s7cd1:20260910:1:88:outlier_direction,9529665616576087164
poorly_conditioned,1,89,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:89:truth,7161540474417270657,s7cd1:20260910:1:89:nominal_bearing_noise,4642233539645890161,s7cd1:20260910:1:89:transport_loss_uniform,11282728932748252559,s7cd1:20260910:1:89:transport_delay_uniform,3197763579734399699,s7cd1:20260910:1:89:outlier_mask_uniform,3601449485156318976,s7cd1:20260910:1:89:outlier_direction,1268345520633302747
poorly_conditioned,1,90,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:90:truth,14184277592179946774,s7cd1:20260910:1:90:nominal_bearing_noise,5705193401904907450,s7cd1:20260910:1:90:transport_loss_uniform,3367889085512013435,s7cd1:20260910:1:90:transport_delay_uniform,3122226234271718138,s7cd1:20260910:1:90:outlier_mask_uniform,126621189889136959,s7cd1:20260910:1:90:outlier_direction,1514666236487123895
poorly_conditioned,1,91,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:91:truth,7383836342174677029,s7cd1:20260910:1:91:nominal_bearing_noise,17928705710911860901,s7cd1:20260910:1:91:transport_loss_uniform,17004087045734043035,s7cd1:20260910:1:91:transport_delay_uniform,5081899509362423037,s7cd1:20260910:1:91:outlier_mask_uniform,17384535169234812515,s7cd1:20260910:1:91:outlier_direction,14111266581464923502
poorly_conditioned,1,92,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:92:truth,1963457144399191601,s7cd1:20260910:1:92:nominal_bearing_noise,734210916344646275,s7cd1:20260910:1:92:transport_loss_uniform,12493085692748095227,s7cd1:20260910:1:92:transport_delay_uniform,2411037182587012007,s7cd1:20260910:1:92:outlier_mask_uniform,3198894126724714150,s7cd1:20260910:1:92:outlier_direction,1342362833281067609
poorly_conditioned,1,93,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:93:truth,17152440395966063712,s7cd1:20260910:1:93:nominal_bearing_noise,15559294195315169120,s7cd1:20260910:1:93:transport_loss_uniform,4625929248583970096,s7cd1:20260910:1:93:transport_delay_uniform,12955220967285227358,s7cd1:20260910:1:93:outlier_mask_uniform,4592557962427457480,s7cd1:20260910:1:93:outlier_direction,2372434660294690528
poorly_conditioned,1,94,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:94:truth,16911923946077943942,s7cd1:20260910:1:94:nominal_bearing_noise,8092983762546745125,s7cd1:20260910:1:94:transport_loss_uniform,1048091236082170687,s7cd1:20260910:1:94:transport_delay_uniform,13259694618241894259,s7cd1:20260910:1:94:outlier_mask_uniform,8240226185910633755,s7cd1:20260910:1:94:outlier_direction,14422982043238533511
poorly_conditioned,1,95,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:95:truth,5511957830289786886,s7cd1:20260910:1:95:nominal_bearing_noise,2736223761474564003,s7cd1:20260910:1:95:transport_loss_uniform,10014701489782669952,s7cd1:20260910:1:95:transport_delay_uniform,16031377931764820049,s7cd1:20260910:1:95:outlier_mask_uniform,3402960410348987531,s7cd1:20260910:1:95:outlier_direction,4881163692679543286
poorly_conditioned,1,96,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:96:truth,9022164840629314495,s7cd1:20260910:1:96:nominal_bearing_noise,4107653410510694607,s7cd1:20260910:1:96:transport_loss_uniform,8713843671472465579,s7cd1:20260910:1:96:transport_delay_uniform,17265462872058520204,s7cd1:20260910:1:96:outlier_mask_uniform,16425543853264161493,s7cd1:20260910:1:96:outlier_direction,13361950197438601122
poorly_conditioned,1,97,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:97:truth,3333366194226529738,s7cd1:20260910:1:97:nominal_bearing_noise,8053508410252415641,s7cd1:20260910:1:97:transport_loss_uniform,6534056254540116148,s7cd1:20260910:1:97:transport_delay_uniform,13625064896953312217,s7cd1:20260910:1:97:outlier_mask_uniform,9836824381350424669,s7cd1:20260910:1:97:outlier_direction,14169220348468733069
poorly_conditioned,1,98,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:98:truth,5199538057769992404,s7cd1:20260910:1:98:nominal_bearing_noise,5745059444144120357,s7cd1:20260910:1:98:transport_loss_uniform,10937786062990121493,s7cd1:20260910:1:98:transport_delay_uniform,13327063221640139122,s7cd1:20260910:1:98:outlier_mask_uniform,17210302335139360949,s7cd1:20260910:1:98:outlier_direction,3533636583171364285
poorly_conditioned,1,99,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:99:truth,7347745549428491983,s7cd1:20260910:1:99:nominal_bearing_noise,6687427578098747017,s7cd1:20260910:1:99:transport_loss_uniform,18362972426412981755,s7cd1:20260910:1:99:transport_delay_uniform,5787337179468422240,s7cd1:20260910:1:99:outlier_mask_uniform,7370004435775930772,s7cd1:20260910:1:99:outlier_direction,17034147858811965566
